Date,AAPL,AMGN,AMZN,CPRT,EL,GS,ILMN,MA,PAA,RIO,TEF,UPS
2014-03-04,75.89,126.0,363.9,9.16,69.73,168.73,178.83,78.5,54.36,56.4,15.36,96.98
2014-03-05,76.05,126.19,372.37,9.2,69.27,171.9,178.21,78.2,54.54,54.65,15.36,97.08
2014-03-06,75.82,124.19,372.16,9.2,69.04,172.6,171.37,77.63,54.01,55.35,15.79,97.86
2014-03-07,75.78,122.26,372.06,9.2,70.02,174.26,168.35,77.94,53.53,53.39,15.66,98.22
2014-03-10,75.85,125.4,370.53,9.21,70.2,173.51,166.55,77.39,52.92,52.35,15.88,98.74
2014-03-11,76.58,124.27,368.82,9.09,70.11,169.89,166.67,77.9,53.25,51.93,15.65,98.31
2014-03-12,76.66,125.98,370.64,9.08,70.2,169.72,168.82,78.34,52.98,52.78,15.63,98.52
2014-03-13,75.81,123.96,371.51,8.9,69.78,166.7,159.2,76.62,52.82,51.59,15.25,97.1
2014-03-14,74.96,122.54,373.74,8.9,69.3,165.35,164.72,76.34,53.1,52.11,15.13,96.27
2014-03-17,75.25,123.86,375.04,8.98,69.95,166.84,159.72,77.83,53.79,52.82,15.39,96.99
2014-03-18,75.91,127.47,378.77,9.06,70.12,168.09,161.96,78.92,53.93,52.87,15.56,97.41
2014-03-19,75.89,126.58,373.23,9.05,69.69,168.18,161.6,78.31,53.65,51.5,15.28,96.95
2014-03-20,75.53,127.05,368.97,9.04,69.12,169.22,161.34,78.41,53.73,52.0,15.36,96.91
2014-03-21,76.12,122.93,360.62,9.17,68.37,166.95,152.6,75.99,53.48,52.65,15.25,96.86
2014-03-24,77.03,121.28,351.85,9.03,67.3,165.72,150.94,77.39,53.47,52.79,15.42,97.34
2014-03-25,77.86,120.63,354.71,9.08,67.37,163.25,147.89,75.28,53.2,54.65,15.36,97.65
2014-03-26,77.11,120.11,343.41,8.86,67.23,161.73,139.99,73.71,53.75,54.27,15.17,96.75
2014-03-27,76.78,122.29,338.47,8.86,67.23,162.29,142.97,73.34,54.21,54.42,15.42,97.05
2014-03-28,76.69,120.55,338.29,8.98,66.73,162.3,142.02,73.22,54.66,54.74,15.73,97.34
2014-03-31,76.68,123.34,336.36,9.1,66.88,163.85,148.66,74.7,55.12,55.83,15.79,97.38
2014-04-01,77.38,126.07,342.99,9.14,68.26,165.92,155.86,74.81,56.16,56.16,15.84,97.34
2014-04-02,77.51,125.98,341.96,9.22,68.09,167.27,156.57,74.7,55.41,56.38,15.79,97.97
2014-04-03,76.97,124.13,333.62,9.26,68.21,166.09,148.44,74.53,55.72,55.26,15.9,98.52
2014-04-04,75.97,119.11,323.0,9.22,66.98,163.24,138.57,72.18,55.74,55.3,15.8,98.1
2014-04-07,74.78,118.82,317.76,9.06,67.3,158.56,140.46,71.33,54.85,55.65,16.05,97.36
2014-04-08,74.78,117.98,327.07,9.22,69.53,156.56,141.82,71.52,55.05,57.33,16.01,97.42
2014-04-09,75.76,120.0,331.8,9.29,69.71,158.16,145.84,73.56,55.43,57.15,16.32,97.85
2014-04-10,74.78,114.11,317.11,9.19,68.92,155.98,135.74,71.17,54.75,56.29,15.96,96.63
2014-04-11,74.23,111.94,311.73,8.87,68.18,152.72,135.24,68.68,55.19,55.71,15.85,96.27
2014-04-14,74.53,113.32,315.91,8.86,69.18,154.74,131.94,71.18,55.69,56.86,16.08,96.09
2014-04-15,73.99,115.0,316.08,8.88,70.8,154.92,131.05,72.15,55.46,55.46,16.05,95.78
2014-04-16,74.14,115.54,323.68,9.02,72.09,157.22,136.22,73.93,56.24,55.53,16.24,97.35
2014-04-17,74.99,115.46,324.91,9.12,72.15,157.44,135.45,74.13,57.09,55.26,16.27,98.0
2014-04-21,75.88,117.02,330.87,9.1,71.9,157.8,141.21,74.31,57.04,54.86,16.31,98.9
2014-04-22,75.96,119.3,329.32,9.11,72.1,160.46,147.98,74.53,57.0,54.97,16.44,99.0
2014-04-23,74.96,113.32,324.58,8.97,71.67,160.45,153.69,73.36,57.04,54.67,16.51,99.24
2014-04-24,81.11,113.72,337.15,8.97,72.09,160.85,151.68,74.35,56.57,55.09,16.57,98.64
2014-04-25,81.71,111.41,303.83,8.9,72.2,158.24,139.71,70.66,56.24,55.06,16.33,97.4
2014-04-28,84.87,111.48,296.58,8.95,71.9,156.54,133.75,71.24,56.83,53.67,16.53,98.26
2014-04-29,84.62,111.9,300.38,8.98,72.93,158.24,134.12,72.03,57.04,54.07,16.67,98.01
2014-04-30,84.3,111.75,304.13,9.07,72.57,159.82,135.85,73.55,55.8,54.29,16.75,98.5
2014-05-01,84.5,112.76,307.89,9.08,72.19,160.37,139.68,74.22,56.36,53.86,16.88,98.11
2014-05-02,84.65,112.42,308.01,9.19,75.62,158.88,139.16,73.78,57.2,54.61,16.35,98.56
2014-05-05,85.85,113.18,310.05,9.18,74.06,156.35,141.66,74.82,57.82,54.39,16.48,97.95
2014-05-06,84.92,112.28,297.38,9.05,73.55,154.54,139.54,73.81,57.75,54.55,16.54,97.38
2014-05-07,84.62,112.77,292.71,9.05,73.69,155.52,141.63,73.87,58.69,55.01,16.6,98.83
2014-05-08,84.0,110.78,288.32,9.03,73.32,157.4,139.92,74.24,57.09,54.31,16.53,98.99
2014-05-09,83.65,111.48,292.24,9.08,73.24,157.2,143.33,74.38,57.17,54.12,16.12,99.76
2014-05-12,84.69,111.73,302.86,9.21,73.63,159.55,148.23,75.02,56.74,56.38,16.25,101.51
2014-05-13,84.82,110.81,304.64,9.15,73.93,160.28,148.88,74.83,56.57,56.05,16.31,102.51
2014-05-14,84.84,112.07,297.62,8.98,73.68,159.45,144.73,74.1,56.93,56.4,16.51,102.04
2014-05-15,84.12,110.29,295.19,8.94,73.07,156.64,144.75,73.08,56.77,56.74,16.39,100.46
2014-05-16,85.36,111.94,297.7,8.98,73.16,156.43,144.02,73.75,57.18,55.18,16.62,101.33
2014-05-19,86.37,112.08,296.76,9.13,74.02,157.67,152.11,73.86,56.42,54.42,16.55,101.39
2014-05-20,86.39,112.22,301.19,8.98,73.88,156.35,148.33,73.65,56.45,53.38,16.4,100.53
2014-05-21,86.62,113.49,305.01,9.04,74.12,159.35,153.97,75.63,56.7,53.73,16.48,101.74
2014-05-22,86.75,114.86,304.91,9.09,74.91,159.85,157.38,75.75,57.24,54.3,16.45,101.66
2014-05-23,87.73,114.33,312.24,9.12,74.9,160.16,159.2,76.45,56.34,54.62,16.45,102.73
2014-05-27,89.38,115.89,310.82,9.24,75.58,161.77,159.7,77.03,55.61,54.58,16.61,103.17
2014-05-28,89.14,115.67,310.16,9.07,75.65,161.19,157.39,76.93,56.14,53.01,16.57,103.41
2014-05-29,90.77,116.0,313.78,8.8,76.51,160.74,159.87,76.79,56.1,53.51,16.68,104.06
2014-05-30,90.43,115.99,312.55,8.89,76.62,159.81,158.25,76.45,56.47,51.38,16.73,103.88
2014-06-02,89.81,116.45,308.84,8.91,76.75,160.03,158.68,77.05,57.19,52.54,16.66,104.08
2014-06-03,91.08,117.12,307.19,8.82,76.69,161.8,159.58,76.35,57.18,52.21,16.58,103.43
2014-06-04,92.12,119.15,306.78,8.93,76.46,162.39,160.93,76.32,57.22,52.54,16.53,102.97
2014-06-05,92.48,117.74,323.57,9.08,76.6,162.58,164.09,76.84,57.26,52.96,16.77,103.62
2014-06-06,92.22,117.82,329.67,9.08,76.77,166.19,168.95,77.47,57.2,53.47,16.9,103.59
2014-06-09,93.7,116.4,327.5,9.1,76.5,166.0,171.35,76.86,57.29,53.33,16.99,103.49
2014-06-10,94.25,117.1,332.41,9.04,76.42,166.36,175.4,77.36,57.67,52.85,16.9,102.91
2014-06-11,93.86,116.34,335.2,8.94,76.56,165.43,177.4,76.87,57.39,53.08,16.73,102.5
2014-06-12,92.29,116.2,325.91,8.89,76.7,165.96,172.01,75.72,57.01,51.3,16.83,100.89
2014-06-13,91.28,116.03,326.27,8.88,76.49,165.89,170.53,75.94,56.89,51.6,16.92,101.03
2014-06-16,92.2,116.16,327.62,8.91,75.91,165.85,169.38,75.11,56.99,51.49,16.93,101.18
2014-06-17,92.08,116.17,325.62,9.0,75.25,168.22,169.85,74.98,57.01,52.08,16.84,101.61
2014-06-18,92.18,117.49,334.38,9.02,76.13,169.86,171.01,75.12,56.81,52.89,17.33,102.79
2014-06-19,91.86,117.85,327.0,8.95,76.52,169.73,172.7,74.27,57.75,52.83,17.38,102.37
2014-06-20,90.91,120.97,324.2,8.77,75.75,169.84,175.02,73.81,58.06,52.62,17.4,102.5
2014-06-23,90.83,119.13,327.24,8.74,74.83,170.24,170.67,74.14,58.54,53.59,17.37,102.46
2014-06-24,90.28,118.79,324.16,8.76,74.52,168.23,168.75,72.7,58.94,52.31,17.22,101.73
2014-06-25,90.36,119.42,327.44,8.81,75.0,168.38,170.86,73.04,59.2,52.86,17.11,102.41
2014-06-26,90.9,119.14,325.69,8.8,74.6,168.01,170.98,72.77,59.29,53.79,17.16,102.64
2014-06-27,91.98,118.59,324.57,8.84,74.71,166.78,172.7,73.4,59.52,53.43,17.15,102.71
2014-06-30,92.93,118.37,324.78,8.99,74.26,167.44,178.54,73.47,60.05,54.28,17.16,102.66
2014-07-01,93.52,120.31,332.39,9.06,74.23,166.81,182.7,75.53,59.82,54.88,17.23,102.85
2014-07-02,93.48,121.03,332.85,8.97,73.96,166.89,180.46,76.2,59.13,55.9,17.06,103.55
2014-07-03,94.03,122.85,337.49,9.02,74.97,169.46,182.86,76.74,58.43,56.67,17.28,103.88
2014-07-07,95.97,120.16,333.55,8.96,74.81,167.78,178.04,76.18,58.12,56.12,17.04,103.24
2014-07-08,95.35,119.96,323.81,8.99,74.06,164.91,170.94,75.69,57.8,56.04,16.79,102.9
2014-07-09,95.39,119.57,329.97,9.02,74.67,164.67,175.23,76.63,58.25,56.13,16.99,102.98
2014-07-10,95.04,118.95,327.92,8.87,74.69,163.42,173.99,75.47,57.97,55.16,16.53,102.09
2014-07-11,95.22,119.77,346.2,8.86,74.5,164.8,176.64,75.83,58.32,55.16,16.55,102.53
2014-07-14,96.45,118.98,355.32,8.92,75.38,167.0,177.83,77.33,58.34,55.7,16.55,103.45
2014-07-15,95.32,116.86,354.44,8.87,75.73,169.17,171.74,78.32,58.26,56.34,16.44,104.29
2014-07-16,94.78,117.71,355.9,8.76,75.14,170.47,171.09,78.31,58.97,57.4,16.61,104.52
2014-07-17,93.09,115.39,352.45,8.66,74.49,170.14,166.16,76.39,59.0,56.39,16.24,102.65
2014-07-18,94.43,118.3,358.66,8.77,76.08,171.47,174.05,77.5,59.07,56.51,16.39,103.82
2014-07-21,93.94,119.03,359.76,8.7,75.42,171.72,175.89,77.35,59.52,56.45,16.29,104.06
2014-07-22,94.72,121.11,360.84,8.7,76.24,175.02,176.31,78.27,59.82,57.51,16.35,104.48
2014-07-23,97.19,122.01,358.14,8.75,75.94,176.82,180.64,77.74,60.07,57.96,16.34,104.34
2014-07-24,97.03,122.26,358.61,8.78,75.91,176.26,171.8,77.57,59.61,58.42,16.48,104.09
2014-07-25,97.67,122.84,324.01,8.68,75.67,175.4,171.03,75.75,59.4,58.24,16.41,103.57
2014-07-28,99.02,122.65,320.41,8.67,74.93,175.95,166.08,76.19,59.09,58.55,16.49,102.66
2014-07-29,98.38,123.31,320.0,8.52,74.39,175.54,166.73,75.89,59.59,58.89,16.43,98.86
2014-07-30,98.15,130.01,322.51,8.46,74.27,175.76,165.04,75.91,58.66,58.31,16.63,99.35
2014-07-31,95.6,127.39,312.99,8.34,73.46,172.87,159.91,74.15,57.35,57.29,16.24,97.09
2014-08-01,96.13,125.55,307.06,8.37,73.87,170.25,160.87,74.98,56.33,56.64,16.15,97.03
2014-08-04,95.59,128.65,313.65,8.37,74.22,171.69,161.71,75.68,57.74,57.44,16.1,97.18
2014-08-05,95.12,127.88,312.32,8.42,73.95,169.42,159.78,75.2,56.89,56.61,15.59,96.51
2014-08-06,94.96,127.09,313.89,8.41,74.26,169.74,159.3,75.36,56.48,57.17,15.73,95.73
2014-08-07,94.48,125.75,311.45,8.35,73.2,169.1,159.18,74.06,56.53,57.09,15.39,95.05
2014-08-08,94.74,126.95,316.8,8.4,74.2,172.26,167.45,75.17,56.53,57.48,15.61,95.94
2014-08-11,95.99,127.32,318.33,8.42,75.5,172.46,164.14,75.63,57.61,59.05,15.53,96.07
2014-08-12,95.97,126.32,319.32,8.38,75.37,172.33,162.92,75.63,57.25,59.18,15.6,96.41
2014-08-13,97.24,127.34,326.28,8.38,75.15,172.37,166.13,76.3,58.0,57.49,15.67,96.62
2014-08-14,97.5,131.86,333.21,8.38,75.9,172.73,168.01,76.05,58.02,56.71,15.66,96.07
2014-08-15,97.98,132.8,333.63,8.42,76.16,171.9,168.57,75.21,58.0,57.33,15.7,96.85
2014-08-18,99.16,133.22,334.53,8.52,76.79,174.55,172.28,76.77,57.79,57.61,15.73,97.62
2014-08-19,100.53,133.02,335.13,8.54,76.64,173.96,170.49,76.4,58.26,56.98,15.72,98.27
2014-08-20,100.57,132.68,335.78,8.56,76.58,174.03,172.96,76.39,58.87,57.53,15.62,98.8
2014-08-21,100.58,132.53,332.91,8.59,76.27,175.15,172.09,76.99,58.5,57.25,15.73,98.41
2014-08-22,101.32,132.82,331.59,8.55,76.29,175.47,172.0,76.48,58.25,56.3,15.66,97.77
2014-08-25,101.54,134.79,334.02,8.63,77.19,177.87,177.91,76.43,58.77,56.4,15.79,97.9
2014-08-26,100.89,137.27,341.83,8.58,77.24,177.9,179.45,77.0,59.4,55.94,15.88,97.42
2014-08-27,102.13,137.83,343.18,8.57,77.01,177.81,179.94,76.64,59.56,55.69,15.98,97.38
2014-08-28,102.25,138.69,340.02,8.6,76.66,177.65,179.08,76.16,59.5,53.69,15.84,97.44
2014-08-29,102.5,139.38,339.04,8.61,76.83,179.11,179.36,75.81,59.93,53.74,15.85,97.33
2014-09-02,103.3,137.96,342.38,8.64,76.84,179.77,179.73,75.58,59.8,53.53,15.74,97.95
2014-09-03,98.94,138.58,339.0,8.5,76.23,179.6,177.78,75.94,59.89,53.72,15.91,97.97
2014-09-04,98.12,138.01,345.95,8.43,76.65,180.08,177.2,76.38,59.66,52.97,15.91,98.47
2014-09-05,98.97,137.88,346.38,8.45,76.78,179.75,178.75,76.86,60.36,52.96,16.02,98.86
2014-09-08,98.36,139.27,342.34,8.38,75.59,180.11,180.19,76.23,60.76,51.86,15.87,98.42
2014-09-09,97.99,137.39,329.75,8.39,74.41,177.4,175.15,76.07,60.74,52.13,15.78,97.71
2014-09-10,101.0,139.19,331.33,8.46,74.9,179.87,178.14,76.65,60.26,52.41,15.64,97.62
2014-09-11,101.43,138.96,330.52,8.46,74.74,181.0,177.14,75.62,59.86,52.48,15.4,97.94
2014-09-12,101.66,137.89,331.19,8.36,74.48,183.17,172.75,75.47,57.77,52.28,15.38,98.05
2014-09-15,101.63,137.97,323.89,8.44,74.43,183.98,168.1,75.24,57.72,52.66,15.36,97.62
2014-09-16,100.86,139.33,327.76,8.47,74.73,184.04,173.02,76.59,58.3,53.74,15.49,97.96
2014-09-17,101.58,140.71,324.0,8.56,74.69,184.82,177.0,76.22,58.77,52.81,15.56,99.39
2014-09-18,101.79,142.02,325.0,8.54,74.96,187.89,177.92,77.8,59.35,53.13,15.65,99.63
2014-09-19,100.96,144.01,331.32,8.43,75.43,186.2,172.26,77.28,59.54,51.68,15.76,99.44
2014-09-22,101.06,142.18,324.5,8.36,75.25,185.29,170.47,76.16,58.01,50.17,15.72,98.14
2014-09-23,102.64,140.68,323.63,8.24,74.43,185.09,167.27,75.51,57.49,50.93,15.61,97.32
2014-09-24,101.75,142.24,328.21,7.87,75.12,187.81,168.64,77.05,57.81,51.76,15.69,98.08
2014-09-25,97.87,139.85,321.93,7.82,74.0,184.09,163.88,74.72,57.77,50.61,15.51,96.53
2014-09-26,100.75,141.06,323.21,7.81,74.6,185.12,165.44,75.06,58.3,50.47,15.61,97.48
2014-09-29,100.11,140.07,321.82,7.88,74.71,183.83,165.22,74.52,58.4,49.37,15.34,97.34
2014-09-30,100.75,140.46,322.44,7.83,74.72,183.57,163.92,73.92,58.86,49.18,15.37,98.29
2014-10-01,99.18,138.82,317.46,7.8,74.25,180.7,158.7,73.32,57.87,48.63,15.27,96.92
2014-10-02,99.9,137.2,318.41,7.86,73.7,182.88,159.54,73.42,58.1,48.99,15.1,97.14
2014-10-03,99.62,139.15,322.74,7.91,74.11,188.07,163.29,74.33,58.07,47.17,14.99,98.79
2014-10-06,99.62,137.61,322.2,7.91,74.05,187.48,163.12,74.51,57.35,51.47,15.21,98.56
2014-10-07,98.75,136.03,316.98,7.77,74.14,183.8,157.97,72.94,56.92,49.38,14.97,96.43
2014-10-08,100.8,140.07,322.7,7.87,74.74,186.64,163.3,74.06,57.05,49.82,15.3,98.14
2014-10-09,101.02,137.58,315.37,7.79,73.61,181.27,159.21,71.83,54.86,48.95,14.87,96.53
2014-10-10,100.73,137.39,311.39,7.8,72.65,180.38,153.92,70.5,54.65,47.75,14.66,95.78
2014-10-13,99.81,133.56,306.45,7.56,71.02,178.77,150.02,69.78,52.28,49.62,14.68,94.67
2014-10-14,98.75,132.2,308.31,7.68,71.89,178.7,149.12,71.0,50.89,50.79,14.7,95.8
2014-10-15,97.54,130.9,305.97,7.65,71.6,177.24,153.59,71.3,53.77,50.15,14.53,96.45
2014-10-16,96.26,130.45,302.86,7.77,71.78,172.58,160.23,70.86,55.55,49.8,13.99,95.63
2014-10-17,97.67,133.69,303.64,7.79,72.18,176.91,164.91,71.56,55.59,49.93,14.05,97.26
2014-10-20,99.76,137.51,306.21,7.92,73.11,177.84,164.47,72.04,55.39,50.2,14.18,98.08
2014-10-21,102.47,144.09,315.33,8.04,74.66,180.18,179.55,74.16,55.9,50.89,14.34,100.75
2014-10-22,102.99,143.64,312.97,8.06,74.44,176.83,184.82,73.22,54.98,49.44,14.21,99.06
2014-10-23,104.83,147.25,313.18,8.22,74.23,180.06,185.84,74.09,56.13,49.16,14.44,100.48
2014-10-24,105.22,147.26,287.06,8.21,74.35,183.35,189.12,74.0,56.11,49.04,14.49,100.59
2014-10-27,105.11,148.2,289.97,8.09,74.52,183.91,191.31,74.11,56.28,48.41,14.35,102.25
2014-10-28,106.74,157.19,295.59,8.29,75.07,186.32,190.65,76.0,56.03,49.27,14.84,102.9
2014-10-29,107.34,158.88,294.12,8.25,74.72,186.08,188.88,75.99,55.73,47.99,14.72,102.62
2014-10-30,106.98,161.58,299.07,8.37,74.94,186.97,193.42,83.13,55.97,47.33,14.69,103.29
2014-10-31,108.0,162.18,305.46,8.36,75.18,189.99,192.58,83.75,56.35,47.97,14.98,104.91
2014-11-03,109.4,161.56,305.72,8.35,75.96,190.83,194.33,84.13,56.72,47.65,14.96,105.64
2014-11-04,108.6,160.41,302.81,8.31,72.0,190.27,191.41,83.99,54.63,47.49,14.85,107.08
2014-11-05,108.86,158.94,296.52,8.39,71.2,189.84,186.37,85.99,54.33,47.63,14.93,107.54
2014-11-06,108.7,160.35,296.64,8.5,71.83,191.0,189.87,85.75,52.43,47.12,14.77,108.29
2014-11-07,109.01,160.25,299.86,8.54,72.58,190.71,186.35,84.8,54.28,48.37,14.7,108.33
2014-11-10,108.83,163.09,305.11,8.51,72.83,191.8,188.27,84.85,52.67,48.03,14.85,109.05
2014-11-11,109.7,162.42,312.01,8.6,72.7,191.88,188.04,84.59,53.25,47.69,15.11,108.76
2014-11-12,111.25,161.93,311.51,8.58,72.62,190.18,186.92,84.35,53.08,47.68,15.13,108.62
2014-11-13,112.82,160.85,316.48,8.55,72.55,190.24,185.0,84.2,52.3,47.68,15.23,107.79
2014-11-14,114.18,157.68,327.82,8.54,71.33,189.98,180.5,84.05,53.0,48.07,15.36,106.83
2014-11-17,113.99,159.14,323.05,8.53,71.12,189.93,182.91,83.2,52.86,48.2,15.03,106.47
2014-11-18,115.47,162.24,324.93,8.57,72.03,189.64,189.85,83.9,53.59,47.26,15.31,106.03
2014-11-19,114.67,162.64,326.54,8.53,72.81,189.19,190.03,84.28,53.75,46.17,15.28,105.64
2014-11-20,116.31,162.68,330.54,8.56,72.85,189.75,186.26,84.6,54.38,45.31,15.13,106.71
2014-11-21,116.47,162.81,332.63,8.59,73.04,189.59,185.83,84.72,54.33,47.51,15.44,107.35
2014-11-24,118.62,164.18,335.64,8.64,72.76,190.07,191.16,84.99,53.32,47.0,15.64,107.26
2014-11-25,117.6,162.24,335.04,9.06,73.26,188.86,189.21,86.34,53.48,47.03,15.82,107.12
2014-11-26,119.0,164.72,333.57,9.12,73.21,188.52,191.9,86.56,54.5,47.43,15.79,106.98
2014-11-28,118.93,165.31,338.64,9.08,74.14,188.41,190.89,87.29,51.45,46.6,16.0,109.92
2014-12-01,115.07,166.41,326.0,9.08,73.74,188.2,189.63,87.46,49.72,46.56,15.89,109.79
2014-12-02,114.63,169.28,326.31,9.06,74.26,190.19,188.17,87.69,50.19,46.21,15.95,110.41
2014-12-03,115.93,168.07,316.5,9.11,74.61,190.95,191.25,88.32,51.39,47.25,16.07,110.9
2014-12-04,115.49,166.55,316.93,9.3,74.36,191.95,190.83,88.77,51.14,45.95,16.04,110.43
2014-12-05,115.0,169.24,312.63,9.44,74.66,195.45,189.9,89.08,50.42,45.29,16.39,110.98
2014-12-08,112.4,171.64,306.64,9.4,74.23,196.62,189.89,88.04,48.21,44.92,16.2,110.21
2014-12-09,114.12,169.39,312.5,9.41,74.64,196.89,187.31,87.84,49.39,44.96,16.06,110.03
2014-12-10,111.95,165.39,305.84,9.24,73.45,192.0,183.86,86.33,46.84,43.76,15.9,110.06
2014-12-11,111.62,166.08,307.36,9.19,74.01,193.54,186.83,87.69,48.35,42.9,15.91,110.63
2014-12-12,109.73,164.53,307.32,9.12,73.03,188.82,184.3,84.13,47.15,41.78,15.35,110.0
2014-12-15,108.22,159.6,306.07,9.02,72.23,185.54,178.31,84.61,45.38,40.7,14.95,110.75
2014-12-16,106.74,159.44,295.06,8.98,72.99,183.31,175.18,82.64,46.81,42.06,14.77,109.83
2014-12-17,109.41,163.48,298.88,9.12,74.0,185.03,181.21,84.73,50.81,44.07,14.87,108.55
2014-12-18,112.65,168.48,297.73,9.18,75.78,191.61,187.29,86.92,50.98,44.32,15.07,110.93
2014-12-19,111.78,170.17,299.9,9.18,76.25,193.28,189.97,86.44,51.37,45.38,14.69,110.96
2014-12-22,112.94,164.53,306.54,9.16,76.1,194.44,189.43,86.83,52.05,44.55,14.78,112.0
2014-12-23,112.54,157.52,306.28,9.2,77.76,195.5,183.5,87.63,51.5,44.89,14.83,112.45
2014-12-24,112.01,160.67,303.03,9.21,77.39,195.89,186.22,87.77,51.66,45.02,14.81,112.41
2014-12-26,113.99,163.46,309.09,9.18,77.45,195.45,188.2,87.77,51.52,45.84,14.86,111.93
2014-12-29,113.91,162.85,312.04,9.24,77.4,196.19,189.53,87.68,51.85,45.79,14.59,112.45
2014-12-30,112.52,160.63,310.3,9.22,77.17,195.71,186.29,86.97,51.61,46.57,14.37,112.14
2014-12-31,110.38,159.29,310.35,9.12,76.2,193.83,184.58,86.16,51.32,46.06,14.21,111.17
2015-01-02,109.33,159.89,308.52,9.14,75.59,194.41,185.42,85.68,52.31,45.72,14.28,110.38
2015-01-05,106.25,157.99,302.19,9.06,74.68,188.34,190.72,83.27,50.37,44.43,13.65,108.17
2015-01-06,106.26,152.9,295.29,8.95,73.99,184.53,188.31,83.09,49.73,44.96,13.45,107.46
2015-01-07,107.75,158.24,298.42,8.98,74.33,187.28,194.92,84.22,49.59,45.38,13.49,108.46
2015-01-08,111.89,157.67,300.46,9.07,75.4,190.27,196.82,85.53,51.15,45.69,13.66,110.41
2015-01-09,112.01,155.73,296.93,9.03,74.9,187.35,194.8,84.44,51.3,45.53,13.45,109.6
2015-01-12,109.25,156.22,291.41,8.91,74.26,185.07,190.1,83.36,48.62,44.57,13.47,109.64
2015-01-13,110.22,155.14,294.74,8.88,74.52,184.93,185.09,83.55,47.22,43.88,13.6,110.11
2015-01-14,109.8,155.16,293.27,8.83,74.12,180.23,182.41,83.46,47.84,42.95,13.66,109.37
2015-01-15,106.82,151.92,286.95,8.75,73.71,178.49,180.91,82.25,48.03,43.1,13.62,109.29
2015-01-16,105.99,158.43,290.74,8.75,74.22,177.23,183.82,83.8,50.02,44.2,13.82,110.3
2015-01-20,108.72,157.6,289.44,8.75,74.53,175.63,196.73,84.26,50.45,43.97,14.31,111.31
2015-01-21,109.55,157.38,297.25,8.92,73.98,177.15,191.77,83.72,51.78,44.56,14.46,111.68
2015-01-22,112.4,159.57,310.32,9.14,75.11,182.04,193.89,84.38,51.38,44.9,14.56,114.25
2015-01-23,112.98,159.81,312.39,9.22,73.7,180.49,197.16,84.39,51.63,43.08,14.73,102.93
2015-01-26,113.1,159.73,309.66,9.3,72.86,180.42,201.68,83.6,51.51,43.67,15.03,102.35
2015-01-27,109.14,158.89,306.75,9.2,71.75,176.49,203.25,81.77,51.58,43.76,15.09,100.85
2015-01-28,115.31,154.64,303.91,9.17,70.4,173.05,197.86,80.74,49.8,43.27,14.75,99.3
2015-01-29,118.9,156.37,311.78,9.23,71.97,175.99,200.0,81.38,48.9,44.29,15.19,100.42
2015-01-30,117.16,152.26,354.53,9.15,70.59,172.41,195.19,82.03,49.59,44.13,14.91,98.84
2015-02-02,118.63,152.5,364.47,9.28,71.83,175.49,194.77,82.98,50.28,45.18,14.67,100.13
2015-02-03,118.65,152.23,363.55,9.45,72.84,180.24,193.0,83.81,51.38,47.33,15.2,100.57
2015-02-04,119.56,151.45,364.75,9.3,72.55,178.78,192.03,84.18,51.41,46.27,14.83,100.53
2015-02-05,119.94,153.36,373.89,9.37,78.4,180.77,194.51,85.82,52.17,47.44,15.01,101.46
2015-02-06,118.93,151.4,374.28,9.42,79.55,183.43,192.64,84.16,51.69,46.24,14.79,100.67
2015-02-09,119.72,150.01,370.56,9.42,79.46,182.22,192.27,84.59,51.33,47.0,14.63,100.46
2015-02-10,122.02,152.57,373.0,9.46,80.01,184.56,194.01,84.23,50.86,45.79,14.9,101.08
2015-02-11,124.88,153.11,375.14,9.46,80.36,187.65,195.67,84.46,50.25,45.8,14.61,100.91
2015-02-12,126.46,153.18,377.17,9.48,80.91,189.78,196.73,87.52,51.32,47.15,15.0,101.41
2015-02-13,127.08,153.48,381.83,9.54,82.49,189.0,198.54,87.14,51.48,49.37,15.01,101.79
2015-02-17,127.83,154.24,375.43,9.49,81.78,190.02,198.86,87.52,51.77,49.37,14.98,102.51
2015-02-18,128.72,155.78,373.37,9.51,81.5,188.67,198.62,87.73,50.73,49.35,14.93,102.62
2015-02-19,128.45,156.05,379.0,9.48,81.08,189.11,202.34,89.2,50.5,49.61,15.0,101.7
2015-02-20,129.5,157.66,383.66,9.5,81.8,191.51,203.14,90.79,51.6,49.94,15.35,101.96
2015-02-23,133.0,158.42,380.14,9.38,82.14,190.31,200.95,91.12,51.0,48.57,15.15,101.77
2015-02-24,132.17,157.37,378.59,9.4,81.77,192.22,199.7,91.32,51.49,49.42,15.36,102.32
2015-02-25,128.79,158.08,385.37,9.59,81.88,191.72,196.22,92.67,52.59,49.17,15.64,101.96
2015-02-26,130.42,158.97,384.8,9.48,82.28,192.2,198.46,91.26,49.7,49.3,15.5,101.86
2015-02-27,128.46,157.72,380.16,9.36,82.67,189.79,195.46,90.13,49.89,49.33,15.49,101.73
2015-03-02,129.09,159.63,385.66,9.52,83.4,191.79,194.06,92.02,49.27,48.47,15.54,101.93
2015-03-03,129.36,158.56,384.61,9.47,82.91,191.27,196.03,90.97,49.63,48.25,15.32,101.5
2015-03-04,128.54,159.19,382.72,9.32,82.23,189.67,192.68,91.71,49.54,46.12,15.26,100.42
